S.No.,sofifa_id,short_name,long_name,age,nationality,Player_Continent,Club_Continent,Club_Int_Prestige,Club_Domestic_Prestige,Value,Wages,preferred_foot,Player_international_reputation,weak_foot,pace,shooting,passing,dribbling,defending,physic,Position_Final,Mins_Total,Goals_total,Assists_Total,Shots_per_game_total,Yellow_Cards_Total,Red_Cards_Total,Aerial_Battles_Won_Per_Game_Total,Man_of_The_Match_Total
652,213388,F. Tait,Flavien Tait,26,France,Europe,Europe Tier 1,3,6,1.20E+07,40000,Right,1,3,75,71,76,81,33,58,Attacking Midfield,2995,5,7,2.400000095,2,0,0.300000012,4
653,225375,K. Laimer,Konrad Laimer,22,Austria,Europe,Europe Tier 1,6,8,1.20E+07,40000,Right,1,3,83,65,73,78,73,73,"Defensive Midfield,Defense",2418,2,2,2.299999952,9,0,1.999999881,2
654,213400,D. Laxalt,Diego Laxalt,26,Uruguay,South America,Europe Tier 1,7,7,1.10E+07,40000,Left,2,3,88,63,74,78,62,69,"Defensive Midfield,Defense",998,0,0,0.300000012,2,0,1.100000024,0
655,222501,T. Castagne,Timothy Castagne,23,Belgium,Europe,Europe Tier 1,3,6,1.20E+07,40000,Right,1,3,82,56,69,75,73,68,"Defensive Midfield,Defense",2003,4,2,0.699999988,3,0,0.899999976,2
656,204077,M. Niang,M'Baye Babacar Niang,24,Senegal,Africa,Europe Tier 1,3,6,1.20E+07,40000,Right,2,4,89,76,68,80,31,65,"Attacking Midfield,Forward",2337,12,5,4.400000095,8,0,3.399999857,1
657,203487,J. Lascelles,Jamaal Lascelles,25,England,Europe,Europe Tier 1,3,4,1.20E+07,40000,Right,1,3,59,28,51,57,78,80,Defense,2748,0,1,0.300000012,4,0,2.900000095,0
658,193983,A. Delort,Andy Delort,27,Algeria,Africa,Europe Tier 1,2,6,1.20E+07,40000,Right,2,3,73,78,70,73,33,80,"Attacking Midfield,Forward",3132,14,7,3.299999952,4,0,3.700000048,3
659,225201,Alex Berenguer,Alejandro Berenguer Remiro,23,Spain,Europe,Europe Tier 1,4,6,1.20E+07,40000,Right,1,3,79,68,72,79,63,66,"Defensive Midfield,Defense",1479,2,3,0.699999988,4,0,0.5,0
660,200318,M. Uth,Mark Uth,27,Germany,Europe,Europe Tier 1,6,8,1.10E+07,40000,Left,1,3,76,80,69,77,40,68,"Attacking Midfield,Forward",1804,3,1,3.799999952,5,0,1.700000048,1
661,212096,V. Grifo,Vincenzo Grifo,26,Italy,Europe,Europe Tier 1,2,2,1.20E+07,30000,Right,1,2,70,75,76,82,41,62,Attacking Midfield,1770,7,5,4.699999809,1,0,0.500000015,1
662,209288,F. Mollet,Florent Mollet,27,France,Europe,Europe Tier 1,2,6,1.20E+07,30000,Right,1,4,76,74,78,79,50,59,Attacking Midfield,2580,6,4,2.599999905,5,1,0.5,3
663,139720,V. Kompany,Vincent Kompany,33,Belgium,Europe,Europe Tier 3,7,10,1.20E+07,30000,Right,4,3,50,53,65,64,84,79,Defense,1428,1,0,0.300000012,6,0,2.700000048,0
664,251573,Renan Lodi,Renan Augusto Lodi dos Santos,21,Brazil,South America,Europe Tier 1,9,9,11500000,30000,Left,1,3,84,66,75,79,72,73,Defense,262,0,0,1,1,0,0.699999988,0
665,210324,J. Hofmann,Jonas Hofmann,26,Germany,Europe,Europe Tier 1,5,6,1.20E+07,30000,Right,2,4,76,69,76,78,47,62,Attacking Midfield,1917,5,5,1.299999952,2,0,0.300000012,1
666,226166,N. Mukiele,Nordi Mukiele,21,France,Europe,Europe Tier 1,6,8,1.20E+07,30000,Right,1,3,77,42,68,72,76,76,"Defensive Midfield,Defense",1574,1,1,0.800000012,3,0,3.899999857,0
667,230564,M. Gacinovic,Mijat Gacinovic,24,Serbia,Europe,Europe Tier 1,5,6,10500000,30000,Right,1,3,77,68,72,81,62,62,Midfield (Attacking/Defensive),2749,2,6,2.599999905,4,0,0.899999976,2
668,194222,Laguardia,Víctor Laguardia Cisneros,29,Spain,Europe,Europe Tier 1,1,3,1.20E+07,30000,Right,1,3,53,45,55,48,80,79,Defense,3240,1,2,0.5,12,0,2.200000048,0
669,224030,M. Lopez,Maxime Lopez,21,France,Europe,Europe Tier 1,5,7,1.20E+07,30000,Right,1,3,72,67,78,79,65,58,Midfield (Attacking/Defensive),2609,1,4,0.800000012,4,0,0.400000006,0
670,222148,O. Duda,Ondrej Duda,24,Slovakia,Europe,Europe Tier 1,4,5,1.20E+07,20000,Right,1,4,69,75,73,80,55,62,"Attacking Midfield,Forward",2575,11,5,1.700000048,7,0,1,5
671,222357,B. Embolo,Breel-Donald Embolo,22,Switzerland,Europe,Europe Tier 1,5,6,1.20E+07,30000,Right,2,4,75,71,67,75,39,75,"Attacking Midfield,Forward",1736,6,1,3.099999905,6,0,3.200000048,1
672,205193,K. Rekik,Karim Rekik,24,Netherlands,Europe,Europe Tier 1,4,5,1.20E+07,20000,Left,1,2,67,39,59,62,78,77,Defense,2070,0,0,0.300000012,4,1,2,0
673,225126,E. Skhiri,Ellyes Skhiri,24,Tunisia,Africa,Europe Tier 1,3,4,1.20E+07,20000,Right,1,3,66,68,72,74,79,74,Defensive Midfield,3092,3,2,0.699999988,5,0,1.200000048,3
674,219145,G. Maripán,Guillermo Alfonso Maripán Loaysa,25,Chile,South America,Europe Tier 1,6,8,1.20E+07,30000,Right,1,2,40,33,48,46,78,79,Defense,2009,2,2,0.699999988,5,0,4.199999809,2
675,212196,P. Sisto,Pione Sisto Ifolo Emirmija,24,Denmark,Europe,Europe Tier 1,4,5,1.20E+07,20000,Right,1,4,80,75,72,82,47,63,Attacking Midfield,835,2,1,0.699999988,0,0,0,1
676,229764,Córdoba,Iñigo Córdoba Kerejeta,22,Spain,Europe,Europe Tier 1,6,6,1.20E+07,20000,Left,1,3,83,71,71,81,64,70,Attacking Midfield,1324,0,5,1,4,0,1,0
677,223033,Jorge Meré,Jorge Meré Pérez,22,Spain,Europe,Europe Tier 1,3,4,1.20E+07,20000,Right,1,3,68,30,54,65,78,73,Defense,2288,0,0,0,5,1,1.700000048,0
678,246172,S. Chukwueze,Samuel Chukwueze,20,Nigeria,Africa,Europe Tier 1,7,8,1.20E+07,20000,Left,1,3,87,72,66,82,36,57,Attacking Midfield,2213,6,3,4.400000095,2,0,0.800000012,2
679,233631,A. Ndiaye,Amath Ndiaye,22,Senegal,Africa,Europe Tier 1,2,5,1.20E+07,20000,Right,1,4,87,70,67,81,46,66,Attacking Midfield,1012,1,2,1,4,0,0.800000012,0
680,213013,F. Acheampong,Frank Acheampong,25,Ghana,Africa,Asia Pacific,2,4,1.20E+07,20000,Left,1,3,94,76,67,80,51,75,"Defensive Midfield,Defense",2659,9,9,1.700000048,4,0,0.300000012,4
681,238067,N. Zaniolo,Nicolò Zaniolo,19,Italy,Europe,Europe Tier 1,7,8,1.20E+07,20000,Left,1,3,73,66,68,76,59,76,Attacking Midfield,2157,6,2,2.799999952,10,0,0.899999976,1
682,199069,V. Aboubakar,Vincent Paté Aboubakar,27,Cameroon,Africa,Europe Tier 3,7,10,1.20E+07,15000,Right,3,3,74,77,70,78,36,79,"Attacking Midfield,Forward",519,4,1,4.900000095,1,0,3.299999952,1
683,233096,D. Dumfries,Denzel Dumfries,23,Netherlands,Europe,Europe Tier 2,5,10,1.20E+07,15000,Right,2,3,80,50,66,71,76,87,Defense,3525,4,6,1.599999905,6,0,4.299999714,1
684,215689,A. Petagna,Andrea Petagna,24,Italy,Europe,Europe Tier 1,1,1,1.20E+07,15000,Left,1,3,62,74,68,75,40,81,Forward,3043,16,1,2.5,8,0,1.100000024,1
685,225439,R. Mandragora,Rolando Mandragora,22,Italy,Europe,Europe Tier 1,3,4,1.10E+07,15000,Left,1,3,58,63,73,75,74,73,Defensive Midfield,2921,3,2,1.299999952,8,1,1.5,0
686,231447,D. Malen,Donyell Malen,20,Netherlands,Europe,Europe Tier 2,5,10,1.40E+07,15000,Right,1,3,91,73,64,80,29,72,Forward,1141,10,4,2.099999905,4,0,0.5,2
687,189358,S. Kagawa,S. Kagawa,30,Japan,Asia,Europe Tier 3,1,8,1.20E+07,15000,Right,3,4,62,67,75,84,54,45,Midfield (Attacking/Defensive),675,4,2,2.800000012,2,0,1.200000003,1
688,234226,Bruno Viana,Bruno Viana Willemen Da Silva,24,Brazil,South America,Europe Tier 2,3,8,1.20E+07,15000,Right,1,3,66,42,56,57,79,76,Defense,2880,0,1,0.300000012,5,0,2.200000048,0
689,239301,L. Martínez,Lisandro Martínez,21,Argentina,South America,Europe Tier 2,7,10,1.20E+07,15000,Left,1,3,75,55,70,74,77,76,"Defensive Midfield,Defense",2204,2,3,0.899999976,2,0,2.799999952,5
690,237819,N. Domínguez,Nicolás Domínguez,21,Argentina,South America,South America,5,5,11500000,10000,Right,1,4,79,63,70,74,70,78,Defensive Midfield,2202,3,2,1.5,4,0,2,2
691,234568,Gedson Fernandes,Gedson Carvalho Fernandes,20,Portugal,Europe,Europe Tier 2,7,10,1.20E+07,10000,Right,1,3,79,70,73,76,71,77,Attacking Midfield,1940,1,2,2.400000095,3,0,1.100000024,0
692,223245,B. Fernández,Brian Fernández,24,Argentina,South America,North America,3,7,1.20E+07,10000,Right,1,4,88,76,71,78,29,63,Forward,1412,11,1,3.599999905,4,1,0.5,3
693,234569,Florentino,Florentino Morris Luís,19,Portugal,Europe,Europe Tier 2,7,10,1.20E+07,7000,Right,1,2,65,44,62,68,76,73,Midfield (Attacking/Defensive),1078,1,0,0.5,1,0,2.5,0
695,235029,F. Chalov,Fedor Chalov,21,Russia,Europe,Europe Tier 2,7,10,1.20E+07,30000,Right,1,4,80,74,65,75,33,63,Forward,2974,17,7,5,2,0,1.100000024,5
696,208450,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,23,Brazil,South America,Europe Tier 1,7,8,1.20E+07,80000,Right,1,4,73,74,78,78,66,69,Midfield (Attacking/Defensive),788,1,1,1,5,0,1,0
697,237238,S. McTominay,Scott McTominay,22,Scotland,Europe,Europe Tier 1,7,8,11500000,70000,Right,1,3,61,65,72,72,74,80,Defensive Midfield,1133,2,0,1.200000048,1,0,3.399999857,1
698,177457,L. Bender,Lars Bender,30,Germany,Europe,Europe Tier 1,6,7,11500000,60000,Right,3,3,65,64,72,72,83,77,"Defensive Midfield,Defense",1663,1,4,1.200000048,4,0,4.300000191,2
699,185431,N. Kalinic,Nikola Kalinic,31,Croatia,Europe,Europe Tier 1,9,9,11500000,50000,Right,3,4,67,76,64,74,42,72,Forward,752,2,0,0.5,3,0,2.299999952,0
700,233064,M. Mount,Mason Mount,20,England,Europe,Europe Tier 1,7,8,11500000,60000,Right,1,4,71,68,74,76,46,53,Attacking Midfield,3321,9,4,2.5,5,0,0.5,2
701,236786,M. Terrier,Martin Terrier,22,France,Europe,Europe Tier 1,6,9,11500000,50000,Right,1,3,82,76,73,75,34,64,"Attacking Midfield,Forward",1640,9,0,2.800000191,2,0,1.399999976,2
702,202024,R. Freuler,Remo Freuler,27,Switzerland,Europe,Europe Tier 1,3,6,11500000,50000,Right,2,3,66,69,75,75,70,69,Defensive Midfield,3030,2,6,0.899999976,4,0,1,0
705,229857,S. Sensi,Stefano Sensi,23,Italy,Europe,Europe Tier 1,3,5,11500000,50000,Right,1,4,59,58,79,76,65,66,Attacking Midfield,1980,2,4,1.299999952,8,0,0.400000006,1
706,191180,J. Pastore,Javier Matías Pastore,30,Argentina,South America,Europe Tier 1,7,8,11500000,50000,Right,3,4,62,73,81,82,56,58,Attacking Midfield,655,3,0,4.400000095,0,0,0.200000003,0
707,236496,M. Guendouzi,Mattéo Guendouzi,20,France,Europe,Europe Tier 1,7,7,12500000,50000,Right,1,3,71,62,73,73,69,74,Defensive Midfield,2806,1,0,1.299999952,10,0,0.5,0
708,213648,P. Højbjerg,Pierre-Emile Højbjerg,23,Denmark,Europe,Europe Tier 1,4,4,11500000,50000,Right,2,4,61,70,74,75,73,79,Midfield (Attacking/Defensive),2764,4,3,1.700000048,7,2,1.5,2
709,211354,M. Benassi,Marco Benassi,24,Italy,Europe,Europe Tier 1,6,6,1.10E+07,40000,Right,2,3,64,71,75,77,72,74,Attacking Midfield,2296,7,1,1.799999952,6,1,0.400000006,1
711,207537,J. Lukaku,Jordan Lukaku,24,Belgium,Europe,Europe Tier 1,6,7,11500000,40000,Left,2,4,91,61,70,80,71,78,"Defensive Midfield,Defense",170,0,0,0,1,0,0.300000012,0
712,182212,A. Modeste,Anthony Modeste,31,France,Europe,Europe Tier 1,3,4,11500000,40000,Right,2,3,74,78,63,72,35,80,Forward,367,6,0,1.799999952,2,0,1.799999952,0
713,234711,J. Brekalo,Josip Brekalo,21,Croatia,Europe,Europe Tier 1,4,6,11500000,30000,Right,1,3,82,65,69,82,36,52,Attacking Midfield,1416,3,3,1,2,0,0.200000003,0
714,238463,A. Haidara,Amadou Haidara,21,Mali,Africa,Europe Tier 1,6,8,1.10E+07,30000,Right,1,2,73,70,74,76,65,69,Midfield (Attacking/Defensive),375,1,0,1.299999952,1,0,1.200000048,1
715,240740,C. Hudson-Odoi,Callum Hudson-Odoi,18,England,Europe,Europe Tier 1,7,8,11500000,30000,Right,1,3,85,64,67,81,30,60,Attacking Midfield,808,4,3,2.200000048,0,0,0.5,2
716,171579,Raúl García,Raúl García Escudero,32,Spain,Europe,Europe Tier 1,6,6,11500000,30000,Right,2,3,47,82,80,77,72,81,"Attacking Midfield,Forward",2379,9,3,2.5,13,0,5.800000191,6
717,175379,Pedro León,Pedro León Sánchez Gil,32,Spain,Europe,Europe Tier 1,1,4,11500000,30000,Right,2,3,60,78,85,81,45,59,Midfield (Attacking/Defensive),426,1,0,0.800000012,0,0,1.299999952,0
718,208620,Omar Mascarell,Omar Mascarell González,26,Spain,Europe,Europe Tier 1,6,8,11500000,30000,Right,1,5,63,61,72,76,74,76,Defensive Midfield,1219,0,2,0.699999988,4,0,3.900000095,0
720,229582,G. Mancini,Gianluca Mancini,23,Italy,Europe,Europe Tier 1,3,6,11500000,30000,Right,1,3,55,45,44,50,77,75,"Defensive Midfield,Defense",2252,5,2,1.299999952,5,0,2.400000095,0
721,236920,J. Kluivert,Justin Kluivert,20,Netherlands,Europe,Europe Tier 1,7,8,11500000,30000,Right,1,4,88,72,66,80,37,59,Attacking Midfield,1660,2,6,1.900000095,3,0,0.900000036,0
722,212886,W. Cyprien,Wylan Cyprien,24,France,Europe,Europe Tier 1,3,6,1.10E+07,30000,Right,2,3,76,75,76,78,74,78,Midfield (Attacking/Defensive),2364,4,2,1.799999952,1,1,0.400000006,0
723,232999,T. Adams,Tyler Adams,20,United States,North America,Europe Tier 1,6,8,11500000,30000,Right,1,3,76,48,67,72,73,75,Midfield (Attacking/Defensive),723,0,2,0.200000003,0,0,1.700000048,0
725,213296,N. Bentaleb,Nabil Bentaleb,24,Algeria,Africa,Europe Tier 1,6,8,11500000,30000,Left,2,2,65,71,75,79,67,74,Midfield (Attacking/Defensive),2214,6,0,1.600000024,4,0,2.200000048,2
726,241721,Rafael Leão,Rafael da Conceição Leão,20,Portugal,Europe,Europe Tier 1,7,7,11500000,30000,Right,1,4,87,72,64,75,27,71,Forward,1295,8,3,1.5,3,0,1.200000048,1
727,189362,Hulk,Givanildo Vieira de Souza,32,Brazil,South America,Asia Pacific,2,5,11500000,20000,Left,4,3,78,85,76,80,47,86,"Attacking Midfield,Forward",2105,10,6,3.400000095,5,0,1.100000024,5
728,214988,L. Miranda,Leonel Miranda,25,Argentina,South America,South America,3,6,11500000,20000,Right,1,3,76,67,76,77,70,69,Midfield (Attacking/Defensive),2194,0,0,0.899999976,3,0,0.800000012,2
730,225878,C. Domínguez,Cecilio Domínguez,24,Paraguay,South America,South America,8,9,11500000,20000,Right,1,2,81,71,73,77,44,70,Attacking Midfield,720,1,2,2.5,0,0,0.600000024,1
732,219536,I. Pussetto,Ignacio Pussetto,23,Argentina,South America,Europe Tier 1,3,4,10500000,15000,Right,1,4,80,74,62,77,25,65,"Attacking Midfield,Forward",2182,4,4,1.600000024,8,0,2.700000048,3
733,229636,G. Pereiro,Gastón Rodrigo Pereiro López,24,Uruguay,South America,Europe Tier 2,5,10,11500000,15000,Left,2,3,71,75,74,79,40,69,Attacking Midfield,2052,10,7,4,3,0,1.200000048,1
734,205632,L. Ocampos,Lucas Ocampos,24,Argentina,South America,Europe Tier 1,7,7,11500000,15000,Right,2,3,83,73,72,75,61,84,"Attacking Midfield,Forward",3057,5,7,4.299999714,12,1,2.899999857,1
735,228687,K. Dolberg,Kasper Dolberg,21,Denmark,Europe,Europe Tier 1,3,6,11500000,20000,Right,2,3,75,80,61,74,29,65,Forward,1756,11,2,3.099999905,2,0,1.799999952,1
736,198031,Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,27,Portugal,Europe,Europe Tier 3,7,10,11500000,15000,Right,1,3,58,76,79,76,67,66,Defensive Midfield,576,2,1,1.799999952,2,0,0.800000012,0
737,215256,R. Saravia,Renzo Saravia,26,Argentina,South America,Europe Tier 3,7,10,11500000,15000,Right,1,2,90,41,68,76,73,79,Defense,1802,0,0,0.600000024,5,0,1.600000024,1
738,245279,Reguilón,Sergio Reguilón Rodríguez,22,Spain,Europe,Europe Tier 1,10,10,11500000,15000,Left,1,3,78,50,71,74,75,69,Defense,1482,0,3,0.899999976,4,0,2.600000143,0
739,139068,Nani,Luís Carlos Almeida da Cunha,32,Portugal,Europe,North America,5,6,11500000,15000,Right,3,5,72,75,79,86,37,62,"Attacking Midfield,Forward",4065,20,10,5.400000095,8,0,2.800000072,9
740,241486,J. Koundé,Jules Koundé,20,France,Europe,Europe Tier 1,7,7,11500000,10000,Right,1,3,70,31,48,62,78,69,Defense,3780,1,1,1,4,0,5.600000381,0
741,243780,Kangin Lee,Kangin Lee,18,Korea Republic,Asia,Europe Tier 1,6,8,11500000,10000,Left,1,3,72,71,75,80,27,49,Midfield (Attacking/Defensive),57,0,0,1.799999952,1,0,0,0
744,236593,C. Stengs,Calvin Stengs,20,Netherlands,Europe,Europe Tier 2,3,8,11500000,10000,Left,1,3,77,62,73,79,34,58,Attacking Midfield,1693,3,4,2.200000048,0,0,0.200000003,3
745,199304,Danilo,Danilo Luiz da Silva,27,Brazil,South America,Europe Tier 1,10,10,1.10E+07,90000,Right,2,4,71,70,74,74,78,76,Defense,925,1,0,1.299999952,2,0,2.100000143,1
746,180819,A. Lallana,Adam David Lallana,31,England,Europe,Europe Tier 1,10,9,1.10E+07,90000,Right,3,5,67,71,79,82,62,65,Attacking Midfield,569,0,0,1.399999976,2,0,1.700000048,0
747,204614,Mário Rui,Mário Rui Silva Duarte,28,Portugal,Europe,Europe Tier 1,7,9,1.10E+07,60000,Left,2,3,83,49,73,79,73,67,"Defensive Midfield,Defense",2228,1,1,2.100000143,6,1,1.200000048,2
748,159145,B. Gomis,Bafétimbi Gomis,33,France,Europe,Asia Pacific,7,10,1.10E+07,60000,Right,3,3,70,82,66,75,36,74,Forward,45,0,0,3,0,0,4,0
749,194932,A. Townsend,Andros Townsend,27,England,Europe,Europe Tier 1,2,3,1.10E+07,60000,Left,2,4,78,77,75,80,38,69,"Attacking Midfield,Forward",3018,6,4,1.700000048,1,0,0.100000001,2
750,225161,Vallejo,Jesús Vallejo Lázaro,22,Spain,Europe,Europe Tier 1,10,10,1.10E+07,60000,Right,1,3,71,41,55,62,77,67,Defense,401,1,0,0.200000003,1,1,6.599999905,0
753,234742,H. Barnes,Harvey Lewis Barnes,21,England,Europe,Europe Tier 1,6,6,10500000,50000,Right,1,4,78,69,71,76,45,57,Attacking Midfield,3235,10,8,5.900000095,1,0,0.900000006,2
754,202849,J. Vestergaard,Jannik Vestergaard,26,Denmark,Europe,Europe Tier 1,4,4,1.10E+07,50000,Right,2,4,34,49,61,48,80,77,Defense,2030,0,0,0.600000024,2,0,3.700000048,0
755,198719,N. Redmond,Nathan Redmond,25,England,Europe,Europe Tier 1,4,4,1.10E+07,50000,Right,2,3,84,71,71,82,27,52,"Attacking Midfield,Forward",3278,6,4,1.899999976,3,0,0.699999988,3
756,211381,S. Boufal,Sofiane Boufal,25,Morocco,Africa,Europe Tier 1,4,4,10500000,50000,Right,2,4,78,67,71,86,27,52,"Attacking Midfield,Forward",2100,3,3,1.5,6,0,0.5,1
757,158963,L. Biglia,Lucas Rodrigo Biglia,33,Argentina,South America,Europe Tier 1,7,7,1.10E+07,50000,Right,3,4,55,63,81,81,77,68,Defensive Midfield,1285,1,0,0.899999976,3,0,1.100000024,1
758,192622,S. Duffy,Shane Duffy,27,Republic of Ireland,Europe,Europe Tier 1,1,2,1.10E+07,50000,Right,1,3,47,45,51,48,78,80,Defense,3088,5,1,1.100000024,4,1,5.300000191,6
759,199915,L. Dunk,Lewis Dunk,27,England,Europe,Europe Tier 1,1,2,1.10E+07,50000,Right,1,3,46,40,55,61,78,77,Defense,3153,2,1,0.600000024,5,1,3.299999952,1
760,146562,Santi Cazorla,Santiago Cazorla González,34,Spain,Europe,Europe Tier 1,7,8,1.10E+07,40000,Right,3,5,56,73,85,83,65,58,Midfield (Attacking/Defensive),3041,6,11,2.100000143,3,0,0.300000012,6
762,190547,K. Glik,Kamil Glik,31,Poland,Europe,Europe Tier 1,6,8,9500000,40000,Right,3,2,45,32,44,53,79,82,Defense,3406,1,0,0.899999976,10,0,5.600000381,2
763,225713,J. Augustin,Jean-Kévin Augustin,22,France,Europe,Europe Tier 1,6,8,1.10E+07,30000,Right,1,3,81,75,62,80,30,63,"Attacking Midfield,Forward",876,5,0,2.5,1,0,0.300000012,0
764,220570,J. Bednarek,Jan Bednarek,23,Poland,Europe,Europe Tier 1,4,4,1.10E+07,40000,Right,1,3,62,22,52,55,78,74,Defense,2151,0,1,0.200000003,7,0,3.200000048,3
765,212245,Y. Gerhardt,Yannick Gerhardt,25,Germany,Europe,Europe Tier 1,4,6,1.10E+07,40000,Left,2,3,71,67,74,76,73,75,"Defensive Midfield,Defense",2462,2,2,1.200000048,2,0,0.800000012,1
766,227503,J. Larsen,Jacob Bruun Larsen,20,Denmark,Europe,Europe Tier 1,7,9,1.10E+07,40000,Right,1,4,85,70,68,75,57,73,Attacking Midfield,1420,3,3,1.900000095,0,0,0.800000012,0
767,214097,B. Bourigeaud,Benjamin Bourigeaud,25,France,Europe,Europe Tier 1,3,6,1.10E+07,40000,Right,1,3,69,73,78,77,61,70,Midfield (Attacking/Defensive),3084,7,6,2.899999857,7,0,0.899999976,0
768,182945,M. Gradel,Max-Alain Gradel,31,Ivory Coast,Africa,Europe Tier 3,1,3,1.10E+07,40000,Right,2,4,84,78,73,81,42,62,"Attacking Midfield,Forward",3240,11,5,3.299999952,6,0,1.299999952,3
769,235883,R. Sessegnon,Ryan Sessegnon,19,England,Europe,Europe Tier 1,7,8,1.10E+07,40000,Left,1,3,87,67,68,75,64,62,"Defensive Midfield,Defense",2298,2,6,0.800000012,0,0,0.5,0
770,200353,A. Soumaoro,Adama Soumaoro,27,France,Europe,Europe Tier 1,4,8,9500000,30000,Right,1,3,60,37,56,54,76,83,Defense,1730,0,1,0.300000012,5,1,2,0
771,216258,I. Bebou,Ihlas Bebou,25,Togo,Africa,Europe Tier 1,5,6,1.10E+07,40000,Right,1,3,93,70,66,81,33,64,"Attacking Midfield,Forward",1068,4,3,2.299999952,1,0,1.700000048,4
772,192789,Mario Gaspar,Mario Gaspar Pérez Martínez,28,Spain,Europe,Europe Tier 1,7,8,1.10E+07,40000,Right,2,3,74,70,71,72,79,76,"Defensive Midfield,Defense",3312,1,2,1.400000095,16,1,4.5,1
773,234236,P. Schick,Patrik Schick,23,Czech Republic,Europe,Europe Tier 1,7,8,1.10E+07,40000,Left,2,2,71,73,70,81,36,64,"Attacking Midfield,Forward",1565,3,0,2.399999857,5,0,3.099999905,1
774,211241,Rubén Peña,Rubén Peña Jiménez,27,Spain,Europe,Europe Tier 1,7,8,1.10E+07,30000,Right,1,3,83,71,72,81,75,69,"Defensive Midfield,Defense",2674,1,2,0.699999988,3,0,0.699999988,1
775,178085,Granero,Esteban Félix Granero Molina,31,Spain,Europe,Europe Tier 1,2,5,1.10E+07,30000,Right,2,4,47,74,81,76,67,67,Midfield (Attacking/Defensive),2020,3,1,1.100000024,11,0,0.800000012,2
777,203106,L. Bittencourt,Leonardo Bittencourt,25,Germany,Europe,Europe Tier 1,5,6,1.10E+07,30000,Right,2,4,82,65,75,83,54,59,"Attacking Midfield,Forward",1211,1,4,2.100000143,1,0,0.300000012,1
778,208449,C. Hérelle,Christophe Hérelle,26,France,Europe,Europe Tier 1,3,6,1.10E+07,30000,Right,1,3,64,46,63,62,78,74,Defense,2938,0,0,0.5,9,1,3.099999905,0
779,220925,A. Schöpf,Alessandro Schöpf,25,Austria,Europe,Europe Tier 1,6,8,1.10E+07,30000,Right,1,4,76,71,70,79,58,70,Midfield (Attacking/Defensive),1301,2,0,2.5,3,0,0.300000012,0
780,204497,K. Stöger,Kevin Stöger,25,Austria,Europe,Europe Tier 1,1,2,1.10E+07,30000,Left,1,3,69,67,77,78,40,62,Midfield (Attacking/Defensive),2121,1,7,1.299999952,8,0,0.200000003,3
782,205114,T. Inui,T. Inui,31,Japan,Asia,Europe Tier 1,1,4,1.10E+07,30000,Right,1,4,81,72,75,84,46,54,Attacking Midfield,1407,2,0,4.400000095,1,0,0.300000012,0
783,232097,A. Harit,Amine Harit,22,Morocco,Africa,Europe Tier 1,6,8,1.10E+07,30000,Right,2,3,81,60,71,82,44,46,Attacking Midfield,1224,1,1,0.899999976,1,0,0.400000006,1
785,202642,Fernando,Fernando Lucas Martins,27,Brazil,South America,Asia Pacific,4,7,1.10E+07,20000,Right,1,3,73,66,76,73,74,75,Midfield (Attacking/Defensive),1971,3,2,4.599999905,7,0,1.100000024,3
786,232665,M. Arambarri,Mauro Wilney Arambarri Rosa,23,Uruguay,South America,Europe Tier 1,2,5,1.10E+07,20000,Right,1,3,37,57,70,71,76,70,Defensive Midfield,2687,1,2,0.899999976,8,0,1.700000048,1
787,235173,I. Sangaré,Ibrahim Sangaré,21,Ivory Coast,Africa,Europe Tier 3,1,3,1.10E+07,20000,Right,1,4,68,64,72,72,74,80,Defensive Midfield,2466,1,3,1.299999952,7,0,1.399999976,3
789,236441,F. Bustos,Fabricio Bustos,23,Argentina,South America,South America,8,9,1.10E+07,15000,Right,1,3,87,62,72,79,70,72,Defense,1900,0,3,0.300000012,5,0,0.899999976,0
790,216531,Paulinho,João Paulo Dias Fernandes,26,Portugal,Europe,Europe Tier 2,3,8,1.10E+07,15000,Left,1,4,67,76,63,73,44,79,Forward,1731,5,2,2,4,0,0.899999976,2
791,235134,P. Rosario,Pablo Paulino Rosario,22,Netherlands,Europe,Europe Tier 2,5,10,1.10E+07,15000,Right,1,3,71,64,68,72,74,80,Defensive Midfield,3296,1,4,1.700000048,8,0,3.799999952,0
792,236403,E. N'Dicka,Evan N'Dicka,19,France,Europe,Europe Tier 1,5,6,1.10E+07,15000,Left,1,3,68,44,59,61,76,74,Defense,3010,1,2,0.899999976,4,1,4.099999905,0
794,236401,N. Mazraoui,Noussair Mazraoui,21,Morocco,Africa,Europe Tier 2,7,10,1.10E+07,15000,Right,1,3,81,59,72,81,72,69,Defense,3064,3,1,1.600000024,5,1,2,1
795,220746,A. Živkovic,Andrija Živkovic,22,Serbia,Europe,Europe Tier 2,7,10,1.10E+07,10000,Left,1,3,75,69,74,83,57,51,Attacking Midfield,800,0,3,3,1,0,0.699999988,0
796,231102,L. Blas,Ludovic Blas,21,France,Europe,Europe Tier 1,2,5,10500000,20000,Left,1,2,78,69,75,79,62,64,Midfield (Attacking/Defensive),2379,1,6,1.200000048,5,0,1.299999952,1
