S.No.,sofifa_id,short_name,long_name,Market_Value_DV,Wages_DV,age,pace,shooting,passing,dribbling,defending,physic,Mins_Total,Goals_total,Assists_Total,Shots_per_game_total,Yellow_Cards_Total,Red_Cards_Total,Aerial_Battles_Won_Per_Game_Total,Man_of_The_Match_Total,Market_Value_IV,Wages_IV,Player_international_reputation,weak_foot,Club_Int_Prestige,Club_Domestic_Prestige,Player_Continent,Club_Continent,preferred_foot,Position_Final
898,190324,C. Kabasele,Christian Kabasele,10,60,28,70,50,51,62,78,77,1587,0,0,0.400000006,2,1,2.900000095,1,10,60,1,3,3,4,Europe,Europe Tier 1,Right,Defense
899,186832,K. Asamoah,Kwadwo Asamoah,10,60,30,74,68,78,82,79,74,3461,0,2,1.299999952,9,0,3.200000048,2,10,60,2,3,7,9,Africa,Europe Tier 1,Left,"Defensive Midfield,Defense"
900,234574,Diogo Dalot,José Diogo Dalot Teixeira,10,50,20,80,60,71,77,70,77,1258,0,2,1.399999976,3,0,1.899999976,0,10,50,1,3,7,8,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
901,185103,A. Kolarov,Aleksandar Kolarov,10,50,33,69,74,81,76,82,79,3567,8,3,3.099999905,6,1,2.5,5,10,50,2,3,7,8,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
902,175254,F. Caicedo,Felipe Salvador Caicedo Corozo,10,50,30,74,76,71,75,44,81,1807,9,3,2.700000048,5,0,3.299999952,2,10,50,2,3,6,7,South America,Europe Tier 1,Left,Forward
903,237556,C. Luyindama,Christian  Luyindama Nekadio,10,50,25,73,37,50,50,76,84,1170,1,1,3,4,0,11.69999981,3,10,50,1,2,7,10,Africa,Europe Tier 2,Right,Defense
904,228295,R. Holding,Rob Holding,10,50,23,60,34,59,64,77,73,1227,0,0,0.400000006,4,0,4.899999619,1,10,50,1,3,7,7,Europe,Europe Tier 1,Right,Defense
905,230767,Renato Sanches,Renato Júnior Luz Sanches,10,20,21,76,72,69,77,70,82,692,2,1,1.5,2,1,0.300000012,0,10,20,3,4,4,8,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
906,216466,Wendell,Wendell Nascimento Borges,10,50,25,82,49,73,78,72,72,2974,2,2,0.5,6,0,2.5,1,10,50,2,2,6,7,South America,Europe Tier 1,Left,"Defensive Midfield,Defense"
907,193158,D. Pröpper,Davy Pröpper,9,50,27,62,70,73,75,67,75,2551,1,1,0.5,2,0,1.200000048,1,9,50,2,3,1,2,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
908,219571,Camarasa,Víctor Camarasa Ferrando,10,50,25,63,73,74,75,69,73,2579,5,4,1.299999952,6,0,0.600000024,0,10,50,1,3,2,5,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
909,204366,J. Locadia,Jürgen Locadia,10,30,25,73,75,71,73,36,73,1230,2,0,1.100000024,1,0,0.899999976,0,10,30,1,4,1,2,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
911,191687,Maicon,Maicon Pereira Roque,10,40,30,53,55,66,54,79,83,1361,1,1,1.799999952,1,0,5.900000095,2,10,40,2,3,5,9,South America,Asia Pacific,Right,Defense
912,203362,M. Elyounoussi,Mohamed Elyounoussi,10,40,24,78,71,75,76,39,63,791,0,0,1.299999952,0,0,0.600000024,0,10,40,1,4,4,4,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
914,207664,C. Bacca,Carlos Arturo Bacca Ahumada,10,40,32,70,76,64,76,33,66,1642,8,2,2,3,0,1.100000024,0,10,40,3,2,7,8,South America,Europe Tier 1,Right,Forward
915,189165,J. Shelvey,Jonjo Shelvey,10,40,27,62,72,79,72,62,74,944,1,1,1.399999976,1,0,0.899999976,0,10,40,2,3,3,4,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
916,223697,R. Gosens,Robin Gosens,10,40,24,79,65,72,75,72,77,1947,3,2,0.899999976,2,0,1.5,2,10,40,1,3,3,6,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
917,205850,L. Pavoletti,Leonardo Pavoletti,10,40,30,60,76,51,68,37,78,2738,16,1,2.599999905,6,0,7.400000095,9,10,40,2,3,1,4,Europe,Europe Tier 1,Right,Forward
918,188388,R. Boudebouz,Ryad Boudebouz,10,40,29,71,77,79,79,40,59,1276,1,2,2.100000024,3,1,1.099999994,0,10,40,2,4,3,6,Africa,Europe Tier 1,Left,"Attacking Midfield,Forward"
919,193886,D. Didavi,Daniel Didavi,10,30,29,67,79,76,79,49,70,951,2,2,1.200000048,0,0,0.300000012,0,10,30,2,3,3,10,Europe,Europe Tier 3,Left,"Attacking Midfield,Forward"
921,240243,Matheus Cunha,Matheus Santos Carneiro Da Cunha,10,30,20,76,74,63,80,28,63,1389,5,0,4.699999809,2,0,1.600000024,2,10,30,1,4,6,8,South America,Europe Tier 1,Right,Forward
922,177633,Ángel,Ángel Luís Rodríguez Díaz,10,30,32,74,79,61,79,34,64,1821,8,3,1.799999952,4,0,0.800000012,2,10,30,1,3,2,5,Europe,Europe Tier 1,Right,Forward
923,183580,N. Petersen,Nils Petersen,10,30,30,59,79,59,66,45,73,1930,10,3,2,0,0,3.799999952,3,10,30,2,4,2,2,Europe,Europe Tier 1,Right,Forward
924,183899,P. Piatti,Pablo Daniel Piatti,10,30,30,84,72,75,79,47,54,735,1,0,0.800000012,0,0,0.5,0,10,30,2,2,2,5,South America,Europe Tier 1,Left,Midfield (Attacking/Defensive)
925,195586,A. Finnbogason,Alfreð Finnbogason,10,30,30,66,81,62,74,33,69,1346,10,1,2.200000048,2,0,1.299999952,3,10,30,2,4,3,3,Europe,Europe Tier 1,Right,Forward
926,238095,N. Milenkovic,Nikola Milenkovic,10,30,21,64,44,62,61,75,81,3010,3,0,0.899999976,7,1,3.200000048,2,10,30,1,3,6,6,Europe,Europe Tier 1,Right,Defense
927,225403,I. Kahveci,Irfan Can Kahveci,10,30,23,77,68,76,78,62,67,2544,4,5,1.600000024,6,0,1.299999952,4,10,30,1,4,5,8,Europe,Europe Tier 2,Left,Midfield (Attacking/Defensive)
928,178311,Éder,Éder Citadin Martins,10,30,32,86,78,73,83,29,65,2075,12,3,3.900000095,4,0,0.699999988,5,10,30,3,4,4,7,Europe,Asia Pacific,Right,"Attacking Midfield,Forward"
929,201505,David López,David López Silva,10,30,29,54,60,67,66,78,78,1820,0,0,0.400000006,4,0,2.5,1,10,30,1,3,2,5,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
930,206115,I. Hayden,Isaac Hayden,10,30,24,58,55,64,68,74,76,1864,1,4,0.899999976,3,1,2.200000048,2,10,30,1,4,3,4,Europe,Europe Tier 1,Right,Defensive Midfield
931,224218,F. Kamano,François Kamano,10,30,23,87,74,68,77,33,62,2810,11,1,4,7,0,0.400000006,2,10,30,1,4,3,6,Africa,Europe Tier 1,Right,"Attacking Midfield,Forward"
932,234128,Luiz Araújo,Luiz Araújo,10,30,23,89,63,68,79,38,52,768,3,2,1,2,1,0,0,10,30,1,2,4,8,South America,Europe Tier 1,Left,Attacking Midfield
933,215998,I. Fernández,Ignacio Fernández,10,30,29,74,72,78,79,65,71,1240,2,0,1,3,0,0.899999976,2,10,30,1,2,9,10,South America,South America,Left,Midfield (Attacking/Defensive)
934,224490,M. Çelik,Mehmet Zeki Çelik,10,30,22,81,42,70,71,73,74,2976,1,5,0.400000006,5,1,0.699999988,0,10,30,1,3,4,8,Europe,Europe Tier 1,Right,Defense
935,226592,J. Jankto,Jakub Jankto,10,30,23,77,70,73,76,67,64,949,0,0,0.899999976,2,0,0.200000003,0,10,30,2,3,3,5,Europe,Europe Tier 1,Left,Attacking Midfield
937,230613,A. Diawara,Amadou Diawara,9.5,30,21,64,54,73,77,72,73,822,0,0,1.100000024,5,0,0.800000012,0,9.5,30,2,3,7,8,Africa,Europe Tier 1,Right,Defensive Midfield
938,200429,B. Raman,Benito Raman,10,30,24,91,72,66,79,26,56,1679,10,4,1.799999952,1,0,0.200000003,3,10,30,1,4,6,8,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
940,207790,K. Ayhan,Kaan Ayhan,10,20,24,64,53,71,68,77,75,2451,4,1,0.800000012,10,0,1.600000024,2,10,20,1,4,1,2,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
941,212187,P. Max,Philipp Max,10,20,25,81,52,77,75,70,72,2575,4,2,0.800000012,1,0,0.800000012,1,10,20,1,3,3,3,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
942,229476,W. Anton,Waldemar Anton,10,20,22,64,46,58,66,77,77,3060,1,0,0.699999988,4,0,2.5,0,10,20,1,3,3,9,Europe,Europe Tier 3,Right,"Defensive Midfield,Defense"
943,224196,R. Bensebaini,Ramy Bensebaini,10,20,24,67,50,68,70,77,80,2844,2,0,2.5,10,0,4.5,0,10,20,2,3,5,6,Africa,Europe Tier 1,Left,"Defensive Midfield,Defense"
945,233738,Zubeldia,Igor Zubeldia Elorza,10,20,22,60,66,76,72,71,68,2552,0,1,0.5,7,0,1.799999952,3,10,20,1,3,3,5,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
946,214989,M. Benítez,Martín Benítez,10,20,25,77,71,70,79,49,59,1211,3,1,2.200000048,0,0,0.899999976,0,10,20,1,2,8,9,South America,South America,Right,"Attacking Midfield,Forward"
949,240900,Unai Núñez,Unai Núñez Gestoso,11.5,20,22,64,22,46,49,74,73,1063,0,0,1,4,0,3.599999905,1,11.5,20,1,3,6,6,Europe,Europe Tier 1,Right,Defense
951,237604,A. Franco,Alan Javier Franco,10,15,22,65,34,50,57,76,77,1103,0,0,0.200000003,3,0,2,1,10,15,1,2,8,9,South America,South America,Right,Defense
954,186537,C. Stuani,Cristhian Ricardo Stuani Curbelo,10,15,32,69,78,69,75,48,82,2731,19,0,2.400000095,9,0,3.700000048,5,10,15,1,3,1,4,South America,Europe Tier 3,Right,"Attacking Midfield,Forward"
955,236987,B. Kamara,Boubacar Kamara,10,15,19,70,35,67,70,75,74,2778,1,0,0.400000006,7,1,3.700000048,2,10,15,1,3,5,7,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
956,235866,C. Kouamé,Christian Kouamé,10,15,21,84,71,61,75,40,70,3072,4,5,2.299999952,4,0,5.199999809,1,10,15,1,4,2,4,Africa,Europe Tier 1,Right,"Attacking Midfield,Forward"
957,224371,J. Bowen,Jarrod Bowen,10,15,22,79,72,67,77,43,64,3951,22,4,2.5,1,0,0.699999988,5,10,15,1,3,1,4,Europe,Europe Tier 3,Left,"Attacking Midfield,Forward"
958,170370,J. dos Santos,Jonathan dos Santos Ramírez,10,10,29,72,67,78,78,68,70,2726,3,3,0.5,5,0,0.400000006,3,10,10,1,4,6,9,North America,North America,Right,Midfield (Attacking/Defensive)
959,219258,Pedro Henrique,Pedro Henrique Pereira da Silva,10,10,26,45,42,45,55,77,82,2868,2,0,0.600000024,2,1,2.900000095,3,10,10,1,2,3,7,South America,Europe Tier 2,Left,Defense
960,244193,Jovane Cabral,Jovane Eduardo Borges Cabral,10,10,21,86,68,69,80,35,65,840,4,4,3.100000143,3,0,0.200000003,0,10,10,1,4,4,9,Africa,Europe Tier 2,Right,Attacking Midfield
962,197225,N. Lodeiro,Marcelo Nicolás Lodeiro Benítez,10,10,30,68,70,79,79,49,70,2890,9,11,2,8,0,1,4,10,10,2,4,4,8,South America,North America,Left,"Attacking Midfield,Forward"
963,221634,L. Acosta,Luciano Federico Acosta,8,9,25,81,67,71,80,46,61,2163,6,1,1.799999952,0,1,0,1,8,9,1,3,3,5,South America,North America,Right,"Attacking Midfield,Forward"
964,207734,Paulinho,Paulo Henrique Soares dos Santos,10,9,24,70,70,73,77,31,46,2110,6,0,1.299999952,6,1,0.300000012,1,10,9,1,3,1,3,South America,Europe Tier 2,Left,Attacking Midfield
965,210423,A. Rusnák,Albert Rusnák,10,8,24,72,75,75,75,45,60,2637,10,3,2.599999905,2,0,0.200000003,2,10,8,1,4,4,6,Europe,North America,Right,"Attacking Midfield,Forward"
968,178224,J. Hernández,Javier Hernández Balcázar,9.5,20,31,70,77,64,75,31,59,1339,7,1,1.5,2,0,0.5,0,9.5,20,3,3,7,7,North America,Europe Tier 1,Right,Forward
969,169588,J. Evans,Jonny Evans,9.5,80,31,56,32,59,53,80,75,1995,1,0,0.5,2,0,3,0,9.5,80,2,4,6,6,Europe,Europe Tier 1,Right,Defense
970,184826,Adrien Silva,Adrien Sebastian Perruchet Silva,9.5,40,30,58,74,79,76,70,65,1271,0,0,0.600000024,6,0,1.399999976,0,9.5,40,3,4,6,6,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
971,228813,Aleix García,Aleix García Serrano,8.5,10,22,67,67,74,75,59,57,1667,2,1,0.600000024,1,0,0.5,1,8.5,10,1,3,9,10,Europe,Europe Tier 1,Right,Defensive Midfield
972,183125,T. Deeney,Troy Deeney,9.5,70,31,57,79,67,71,37,85,2548,9,5,2,4,1,6.5,4,9.5,70,2,3,3,4,Europe,Europe Tier 1,Right,Forward
973,215639,Kenedy,Robert Kenedy Nunes do Nascimento,9.5,20,23,76,67,71,78,57,61,1345,1,1,1.200000048,1,0,0.300000012,1,9.5,20,1,2,7,8,South America,Europe Tier 1,Left,"Defensive Midfield,Defense"
974,202048,C. Coady,Conor  Coady,9.5,60,26,47,59,73,65,78,74,3420,0,0,0,5,0,0.899999976,1,9.5,60,1,3,2,5,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
975,211454,M. Elneny,Mohamed Naser Elsayed Elneny,9.5,50,26,59,63,72,70,74,74,841,0,1,1.200000048,0,0,1.299999952,0,9.5,50,1,3,7,10,Africa,Europe Tier 2,Right,Defensive Midfield
977,165109,S. Radu,Stefan Daniel Radu,9.5,50,32,64,64,65,68,83,69,2524,0,1,0.600000024,7,0,2.299999952,0,9.5,50,2,3,6,7,Europe,Europe Tier 1,Left,Defense
978,225018,F. Andone,Florin Andone,9.5,60,26,75,75,63,73,51,78,876,3,0,0.800000012,5,0,1.600000024,0,9.5,60,2,3,1,2,Europe,Europe Tier 1,Right,Forward
979,159261,F. Quagliarella,Fabio Quagliarella,9.5,50,36,69,89,75,80,30,65,3211,26,8,3.799999952,1,0,0.699999988,6,9.5,50,2,4,3,5,Europe,Europe Tier 1,Right,Forward
980,230005,T. Davies,Tom Davies,9,50,21,66,62,73,76,65,69,976,0,0,0.400000006,3,0,0.5,0,9,50,1,3,5,6,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
981,179847,F. Fazio,Federico Julián Fazio,9.5,40,32,33,41,54,53,82,81,3345,5,0,2.199999809,6,0,9.399999619,2,9.5,40,3,2,7,8,South America,Europe Tier 1,Right,Defense
982,224031,A. Marušic,Adam Marušic,9.5,40,26,87,71,72,76,72,76,2407,2,1,1.100000024,2,2,1.700000048,0,9.5,40,1,4,6,7,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
983,237034,J. Hernández,Juan Camilo Hernández,9.5,20,20,86,75,62,72,38,71,2155,4,3,2.400000095,6,0,1.700000048,0,9.5,20,1,4,3,4,South America,Europe Tier 1,Right,Forward
984,192565,Y. Malli,Yunus Malli,8,40,27,71,68,76,81,33,57,689,1,1,0.400000006,0,0,0.300000012,0,8,40,2,4,4,6,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
985,225782,A. Maitland-Niles,Ainsley Maitland-Niles,9,40,21,85,59,70,76,68,67,1790,2,3,0.900000036,1,1,1,2,9,40,1,3,7,7,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
986,210828,B. Engels,Björn Engels,9.5,40,24,60,44,61,56,75,76,2970,1,1,0.300000012,4,0,3.099999905,0,9.5,40,2,3,2,2,Europe,Europe Tier 1,Right,Defense
987,227222,F. Guilbert,Frédéric Guilbert,9.5,40,24,73,47,66,68,76,75,2917,1,2,0.300000012,9,1,2.400000095,2,9.5,40,1,2,2,2,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
988,211784,N. Maupay,Neal Maupay,9.5,40,22,75,73,66,72,41,69,3719,25,8,3.299999952,9,0,0.600000024,4,9.5,40,1,3,1,2,Europe,Europe Tier 1,Right,Forward
989,203030,R. Knoche,Robin Knoche,9.5,40,27,48,41,52,50,79,71,2790,3,0,0.5,0,0,2.599999905,1,9.5,40,2,4,4,6,Europe,Europe Tier 1,Right,Defense
992,168609,Miranda,João Miranda de Souza Filho,9.5,30,34,64,49,60,68,84,74,2174,1,0,1.200000048,5,0,6.5,0,9.5,30,3,3,4,7,South America,Asia Pacific,Right,Defense
993,201939,C. Piccini,Cristiano Piccini,9,30,26,77,42,66,72,76,76,2484,1,0,1.200000048,4,0,3.600000143,1,9,30,1,2,6,8,Europe,Europe Tier 1,Right,Defense
995,199393,N. Pallois,Nicolas Pallois,9.5,30,31,49,53,60,56,79,84,2160,2,0,0.800000012,8,0,2.099999905,1,9.5,30,2,2,2,5,Europe,Europe Tier 1,Left,Defense
996,210287,J. Córdoba,Jhon Córdoba,9.5,30,26,82,75,61,72,44,83,1919,20,1,2.799999952,4,1,1.899999976,2,9.5,30,1,3,3,4,South America,Europe Tier 1,Right,Forward
1000,236639,Xeka,Miguel Ângelo da Silva Rocha,9.5,30,24,62,58,71,74,70,75,2264,2,0,1.299999952,10,0,1.600000024,0,9.5,30,1,4,4,8,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
1001,208787,A. Thomasson,Adrien Thomasson,9.5,30,25,73,70,75,76,64,63,2490,5,8,1.600000024,4,1,0.5,0,9.5,30,1,4,1,4,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
1002,185132,Mikel San José,Mikel San José Domínguez,9.5,30,30,43,69,69,64,79,80,1717,0,0,0.400000006,7,0,2,0,9.5,30,2,3,6,6,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
1005,176930,M. Díaz,Marcelo Alfonso Díaz Rojas,9.5,30,32,59,67,81,75,74,75,1420,0,0,0.899999976,3,0,0.800000012,0,9.5,30,2,3,8,9,South America,South America,Right,Defensive Midfield
1006,202201,J. Gouweleeuw,Jeffrey Gouweleeuw,9.5,30,27,69,58,66,64,80,75,2093,0,2,0.300000012,4,0,1.899999976,0,9.5,30,1,3,3,3,Europe,Europe Tier 1,Right,Defense
1007,225263,D. Caleta-Car,Duje Caleta-Car,9.5,30,22,64,40,59,59,75,79,1996,0,0,0.899999976,2,2,5.099999905,0,9.5,30,1,3,5,7,Europe,Europe Tier 1,Right,Defense
1008,212613,W. Saïd,Wesley Saïd,9.5,30,24,77,74,68,78,29,55,2261,4,1,1.700000048,4,0,0.600000024,1,9.5,30,1,2,1,3,Europe,Europe Tier 3,Right,"Attacking Midfield,Forward"
1009,241852,M. Diaby,Moussa Diaby,9.5,30,19,87,62,68,78,42,51,1138,2,6,0.899999976,1,0,0.100000001,0,9.5,30,1,2,6,7,Europe,Europe Tier 1,Left,Midfield (Attacking/Defensive)
1011,232656,T. Hernández,Theo Bernard François Hernández,9.5,20,21,92,57,65,74,70,76,1977,1,2,1,5,1,0.899999976,3,9.5,20,1,3,7,7,Europe,Europe Tier 1,Left,Defense
1012,211706,Pere Pons,Pere Pons Riera,9.5,20,26,66,61,72,74,69,73,2797,1,2,0.600000024,4,0,1.5,1,9.5,20,1,3,1,3,Europe,Europe Tier 1,Right,Defensive Midfield
1013,233265,R. Oudin,Rémi Oudin,9.5,20,22,76,73,72,74,32,68,2627,10,4,2.099999905,4,0,0.800000012,2,9.5,20,1,3,1,4,Europe,Europe Tier 1,Left,Attacking Midfield
1014,244963,Ivanildo Fernandes,Ivanildo Jorge Mendes Fernandes,9.5,20,23,62,28,48,49,74,81,1815,1,0,0.300000012,5,1,3,1,9.5,20,1,4,4,9,Europe,Europe Tier 2,Left,Defense
1015,232244,S. Ascacíbar,Santiago Lionel Ascacíbar,9.5,20,22,70,46,61,66,77,76,2430,0,0,0.699999988,10,1,1.200000048,0,9.5,20,1,3,3,10,South America,Europe Tier 3,Right,Defensive Midfield
1016,231416,D. Lukébakio,Dodi Lukébakio,9.5,20,21,86,74,66,78,28,62,1978,10,3,1.799999952,6,0,0.699999988,2,9.5,20,1,4,4,5,Europe,Europe Tier 1,Left,"Attacking Midfield,Forward"
1017,184069,S. Wagner,Sandro Wagner,9.5,20,31,59,79,53,65,36,82,2449,12,2,3.300000101,8,1,8.399999857,4,9.5,20,2,4,2,4,Europe,Asia Pacific,Right,Forward
1019,201046,R. Saponara,Riccardo Saponara,9.5,20,27,68,67,77,80,43,61,908,2,4,1.100000024,3,0,0.300000012,0,9.5,20,2,4,6,6,Europe,Europe Tier 1,Right,Attacking Midfield
1020,226789,A. Fulgini,Angelo Fulgini,9.5,20,22,76,60,74,76,68,69,1637,4,1,0.899999976,1,0,0.699999988,2,9.5,20,1,4,1,4,Europe,Europe Tier 1,Right,Attacking Midfield
1021,200223,A. Maher,Adam Maher,9.5,20,25,70,68,77,77,61,55,1985,1,4,1,5,0,1.799999952,3,9.5,20,2,2,2,7,Europe,Europe Tier 2,Right,Midfield (Attacking/Defensive)
1022,217731,Sandro,Sandro  Ramírez Castillo,9.5,20,23,68,76,65,79,30,64,1051,0,0,1.799999952,4,0,0.400000006,0,9.5,20,2,4,5,6,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
1024,228708,L. Martínez Quarta,Lucas Martínez Quarta,9.5,15,23,72,53,66,68,73,74,1508,1,0,0.699999988,4,1,2.799999952,1,9.5,15,1,3,9,10,South America,South America,Right,Defense
1025,229435,M. Vlap,Michel Vlap,9.5,15,22,73,77,70,72,47,69,2820,16,4,1.899999976,2,0,1,3,9.5,15,1,4,7,10,Europe,Europe Tier 3,Right,Attacking Midfield
1026,243282,D. McNeil,Dwight McNeil,9,15,19,77,66,71,75,50,66,1599,3,5,1.299999952,2,0,1,2,9,15,1,3,1,2,Europe,Europe Tier 1,Left,Midfield (Attacking/Defensive)
1027,229749,A. Barboza,Alexander Nahuel Barboza Ullúa,9.5,15,24,54,55,58,62,73,84,1991,1,2,0.899999976,5,0,4,2,9.5,15,1,3,8,9,South America,South America,Left,Defense
1028,213814,F. Di Francesco,Federico Di Francesco,9.5,15,25,81,67,73,81,40,61,1081,2,2,1.299999952,2,0,0.200000003,1,9.5,15,1,4,3,5,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
1029,211108,Fernandinho,Da Conceição Fernando Henrique,9.5,15,26,80,69,72,77,51,67,900,2,3,2,1,0,0.300000012,1,9.5,15,1,3,1,3,South America,Asia Pacific,Left,"Attacking Midfield,Forward"
1030,211461,Luiz Phellype,Luiz Phellype Luciano Silva,9.5,15,25,54,78,59,69,30,81,864,8,1,2.400000095,4,0,2.599999905,1,9.5,15,1,3,4,9,South America,Europe Tier 2,Right,Forward
1031,54050,W. Rooney,Wayne Mark Rooney,9.5,15,33,64,81,80,76,56,76,2427,11,7,3,5,2,1.200000048,3,9.5,15,4,4,3,5,Europe,North America,Right,"Attacking Midfield,Forward"
1032,223061,F. Cervi,Franco Cervi,9.5,15,25,92,65,68,84,50,51,1626,4,3,2.600000143,4,0,0.899999976,2,9.5,15,2,3,7,10,South America,Europe Tier 2,Left,Attacking Midfield
1035,229391,Palhinha,João Maria Lobo Alves Palhinha Gonçalves,9.5,10,23,40,51,65,67,76,80,1477,2,2,0.5,3,0,2.5,0,9.5,10,1,4,4,9,Europe,Europe Tier 2,Right,Defensive Midfield
1038,226376,Kaku,Alejandro Romero Gamarra,8,7,24,82,66,72,77,48,62,1997,5,5,1.299999952,0,2,0.200000003,0,8,7,1,3,4,8,South America,North America,Left,Attacking Midfield
1039,236245,A. Elis,Alberth Elis,9,8,23,90,71,63,77,30,72,1921,9,8,3.200000048,6,1,2.200000048,3,9,8,1,4,2,6,North America,North America,Right,"Attacking Midfield,Forward"
1041,235663,G. Til,Guus Til,9.5,30,21,71,71,71,71,61,73,2970,12,4,2.5,4,0,0.600000024,2,9.5,30,1,3,4,10,Europe,Europe Tier 2,Right,Attacking Midfield
1043,192991,C. Tosun,Cenk Tosun,9,80,28,71,77,66,73,36,73,1050,3,3,1.5,3,0,1.5,0,9,80,2,4,5,6,Europe,Europe Tier 1,Right,Forward
1044,190456,N. Clyne,Nathaniel Edwin Clyne,9,80,28,71,61,70,77,77,69,1254,0,1,0.900000013,2,0,0.700000018,0,9,80,2,2,10,9,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
1045,206058,M. De Sciglio,Mattia De Sciglio,9,80,26,75,46,69,75,77,72,2051,0,1,0.600000024,2,0,2.399999857,0,9,80,2,4,10,10,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
1046,172175,K. Mirallas,Kevin Mirallas,9,15,31,76,73,76,80,43,61,1300,2,1,1.100000024,2,0,0.300000012,0,9,15,2,4,1,2,Europe,Europe Tier 3,Right,"Attacking Midfield,Forward"
1048,201042,D. Sidibé,Djibril Sidibé,9,60,26,77,62,74,74,73,79,2406,0,2,1.5,7,0,1.700000048,0,9,60,2,4,6,8,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
1049,189681,Rafael,Rafael Pereira da Silva,9,60,28,79,60,74,79,75,78,1259,0,1,0.400000006,4,1,3,0,9,60,2,3,6,9,South America,Europe Tier 1,Right,"Defensive Midfield,Defense"
1050,193011,S. Cook,Steve Cook,8,60,28,53,34,55,60,78,75,2787,1,1,0.699999988,3,0,4.099999905,1,8,60,1,3,1,3,Europe,Europe Tier 1,Right,Defense
1051,201510,L. Kurzawa,Layvin Kurzawa,9,60,26,73,68,75,77,74,73,1011,1,2,0.300000012,4,0,1.5,1,9,60,2,3,9,10,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
1052,220633,D. Gray,Demarai Gray,9,60,23,88,67,67,81,37,55,1996,4,1,1.399999976,2,0,0.300000012,0,9,60,1,3,6,6,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
1053,189127,S. Aziz,Serdar Aziz,9,60,28,73,32,56,57,76,78,2043,3,1,1.299999982,10,1,10.89999986,2,9,60,1,3,7,9,Europe,Europe Tier 2,Right,Defense
1054,215531,D. Türüç,Deniz Türüç,9,60,26,75,69,78,76,56,69,2262,3,5,1.899999976,6,0,0.899999976,1,9,60,1,4,7,9,Europe,Europe Tier 2,Left,Midfield (Attacking/Defensive)
1055,198949,K. Malcuit,Kévin Malcuit,9,50,27,85,63,73,78,74,75,1908,0,3,0.5,3,0,1.299999952,1,9,50,2,3,7,9,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
1056,190362,T. Pukki,Teemu Pukki,9,50,29,77,75,58,75,33,69,3828,29,9,3.299999952,2,0,0.200000003,6,9,50,1,3,1,1,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
1057,195859,D. Ings,Danny Ings,9,50,26,75,74,64,76,32,66,1668,7,3,2.299999952,1,0,0.800000012,0,9,50,1,3,4,4,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
1058,233478,M. Zajc,Miha Zajc,9,50,25,70,70,74,74,52,59,1765,5,2,4.199999928,2,1,1.099999994,0,9,50,1,3,7,9,Europe,Europe Tier 2,Right,"Attacking Midfield,Forward"
1060,211672,T. Boyd,Tyler Boyd,9,50,24,86,73,66,78,18,66,1660,6,4,2.799999893,6,0,1.199999988,1,9,50,1,4,7,10,North America,Europe Tier 2,Right,Attacking Midfield
1061,200054,Pedro Obiang,Pedro  Mba Obiang Avomo,9,40,27,62,59,74,73,75,74,1121,0,1,0.600000024,0,0,0.699999988,0,9,40,2,3,3,5,Africa,Europe Tier 1,Right,Defensive Midfield
1062,238160,M. Demiral,Merih Demiral,9,40,21,66,39,48,57,75,75,2671,3,0,1.100000024,7,1,7,2,9,40,1,3,10,10,Europe,Europe Tier 1,Right,Defense
